,slide,dataset,uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
3003,22_stitched1.tif,TUPAC16,3363,16182,21403,NMF prometaphase,NMF prometaphase,False,False,False,False
3004,22_stitched1.tif,TUPAC16,3368,21265,21216,NMF prometaphase,NMF ring shape,False,False,False,False
3005,22_stitched1.tif,TUPAC16,3378,13384,22234,NMF metaphase,NMF metaphase,False,False,False,False
3006,22_stitched1.tif,TUPAC16,3384,18184,22277,NMF prometaphase,NMF prometaphase,False,False,False,False
3007,22_stitched1.tif,TUPAC16,3385,17701,22295,NMF metaphase,NMF metaphase,False,False,False,False
3008,22_stitched1.tif,TUPAC16,3389,4328,22410,NMF metaphase,NMF metaphase,False,False,False,False
3009,22_stitched1.tif,TUPAC16,3395,12278,22448,NMF prometaphase,NMF prometaphase,False,False,False,False
3010,22_stitched1.tif,TUPAC16,3400,14669,22625,NMF prometaphase,NMF prometaphase,False,False,False,False
3011,22_stitched1.tif,TUPAC16,3405,19760,22706,NMF metaphase,NMF metaphase,False,False,False,False
3012,22_stitched1.tif,TUPAC16,3408,6057,23402,NMF prometaphase,NMF prometaphase,False,False,False,False
3013,22_stitched1.tif,TUPAC16,3410,12416,23061,NMF metaphase,NMF metaphase,False,False,False,False
3014,22_stitched1.tif,TUPAC16,3418,20993,23373,NMF prometaphase,NMF prometaphase,False,False,False,False
3015,22_stitched1.tif,TUPAC16,3419,10730,24502,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3016,22_stitched1.tif,TUPAC16,3422,13686,24599,NMF prometaphase,NMF prometaphase,False,False,False,False
3017,22_stitched1.tif,TUPAC16,3423,16100,23864,NMF anaphase-telophase,AMF segregation,False,True,True,True
3018,22_stitched1.tif,TUPAC16,3424,10792,24839,NMF metaphase,NMF metaphase,False,False,False,False
3019,22_stitched1.tif,TUPAC16,3436,20990,25388,NMF prometaphase,NMF prometaphase,False,False,False,False
3020,22_stitched1.tif,TUPAC16,3439,9874,27097,NMF prometaphase,NMF ring shape,False,False,False,False
3021,22_stitched1.tif,TUPAC16,3440,9906,27289,NMF metaphase,NMF metaphase,False,False,False,False
3022,22_stitched1.tif,TUPAC16,7513,6048,22626,NMF metaphase,NMF metaphase,False,False,False,False
3023,22_stitched1.tif,TUPAC16,12699,18531,6448,NMF prometaphase,NMF prometaphase,False,False,False,False
3024,23_stitched1.tif,TUPAC16,3445,1204,403,NMF prometaphase,NMF ring shape,False,False,False,False
3025,23_stitched1.tif,TUPAC16,3446,2570,721,NMF prometaphase,AMF segregation,False,True,True,True
3026,23_stitched1.tif,TUPAC16,3448,923,2100,NMF prometaphase,NMF prometaphase,False,False,False,False
3027,23_stitched1.tif,TUPAC16,3450,3659,1874,NMF prometaphase,NMF prometaphase,False,False,False,False
3028,23_stitched1.tif,TUPAC16,3451,3800,1838,NMF prometaphase,NMF prometaphase,False,False,False,False
3029,23_stitched1.tif,TUPAC16,3452,4634,1964,AMF other,AMF segregation,True,True,True,True
3030,23_stitched1.tif,TUPAC16,3454,4345,2142,NMF prometaphase,AMF segregation,False,True,False,False
3031,23_stitched1.tif,TUPAC16,3456,1374,2953,NMF prometaphase,NMF prometaphase,False,False,False,False
3032,23_stitched1.tif,TUPAC16,3459,4359,3172,NMF metaphase,AMF segregation,False,True,True,True
3033,23_stitched1.tif,TUPAC16,3469,5412,5263,NMF metaphase,NMF metaphase,False,False,False,False
3034,23_stitched1.tif,TUPAC16,3471,3372,6371,NMF prometaphase,NMF prometaphase,False,False,False,False
3035,23_stitched1.tif,TUPAC16,3473,1303,8309,NMF prometaphase,NMF prometaphase,False,False,False,False
3036,23_stitched1.tif,TUPAC16,3475,830,8857,NMF metaphase,NMF metaphase,False,False,False,False
3037,23_stitched1.tif,TUPAC16,3477,279,10341,NMF metaphase,NMF anaphase-telophase,False,False,False,False
3038,23_stitched1.tif,TUPAC16,3478,1489,10403,NMF metaphase,NMF metaphase,False,False,False,False
3039,23_stitched1.tif,TUPAC16,3495,4045,12334,AMF multipolar,AMF bipolar assymetric,True,True,True,True
3040,23_stitched1.tif,TUPAC16,3510,2507,14367,NMF metaphase,NMF metaphase,False,False,False,False
3041,23_stitched1.tif,TUPAC16,3512,3374,14190,NMF metaphase,AMF segregation,False,True,False,False
3042,23_stitched1.tif,TUPAC16,3513,3229,13957,NMF metaphase,NMF metaphase,False,False,False,False
3043,23_stitched1.tif,TUPAC16,3514,8114,14186,NMF metaphase,NMF metaphase,False,False,False,False
3044,23_stitched1.tif,TUPAC16,3520,8142,15461,NMF metaphase,NMF metaphase,False,False,False,False
3045,23_stitched1.tif,TUPAC16,3522,12152,15790,NMF prometaphase,AMF segregation,False,True,True,True
3046,23_stitched1.tif,TUPAC16,3523,12233,15748,NMF metaphase,NMF metaphase,False,False,False,False
3047,23_stitched1.tif,TUPAC16,3528,10460,17085,NMF prometaphase,NMF prometaphase,False,False,False,False
3048,23_stitched1.tif,TUPAC16,3534,4462,19479,NMF prometaphase,NMF metaphase,False,False,True,False
3049,23_stitched1.tif,TUPAC16,7555,4920,18842,NMF metaphase,NMF metaphase,False,False,False,False
3050,24.tif,TUPAC16,300,1559,592,AMF segregation,AMF segregation,True,True,True,True
3051,24.tif,TUPAC16,301,1615,501,NMF metaphase,NMF metaphase,False,False,True,False
3052,24.tif,TUPAC16,302,2663,803,NMF prometaphase,NMF prometaphase,False,False,False,False
3053,24.tif,TUPAC16,312,1477,1169,NMF prometaphase,NMF metaphase,False,False,False,False
3054,24.tif,TUPAC16,316,4323,470,NMF prometaphase,NMF prometaphase,False,False,False,False
3055,24.tif,TUPAC16,320,750,2961,NMF prometaphase,NMF prometaphase,False,False,False,False
3056,24.tif,TUPAC16,321,2184,2944,NMF prometaphase,NMF prometaphase,False,False,False,False
3057,24.tif,TUPAC16,337,1664,4565,NMF metaphase,NMF metaphase,False,False,False,False
3058,24.tif,TUPAC16,338,2630,4664,NMF metaphase,NMF metaphase,False,False,False,False
3059,24.tif,TUPAC16,349,373,5404,NMF prometaphase,NMF prometaphase,False,False,False,False
3060,24.tif,TUPAC16,7559,983,1949,NMF prometaphase,AMF other,False,True,True,True
3061,25.tif,TUPAC16,3572,4029,5533,NMF metaphase,NMF metaphase,False,False,True,False
3062,25.tif,TUPAC16,8635,2773,482,NMF metaphase,NMF metaphase,False,False,False,False
3063,25.tif,TUPAC16,14070,298,4908,NMF prometaphase,NMF prometaphase,False,False,False,False
3064,26.tif,TUPAC16,3583,2453,1443,NMF metaphase,NMF metaphase,False,False,False,False
3065,26.tif,TUPAC16,3598,4447,2226,NMF prometaphase,AMF other,False,True,True,True
3066,26.tif,TUPAC16,3610,5437,4189,NMF metaphase,NMF metaphase,False,False,False,False
3067,26.tif,TUPAC16,8796,5150,218,NMF anaphase-telophase,NMF metaphase,False,False,False,False
3068,27.tif,TUPAC16,3629,3704,1125,NMF prometaphase,NMF prometaphase,False,False,False,False
3069,27.tif,TUPAC16,3638,4289,2295,AMF bipolar assymetric,NMF metaphase,True,False,True,True
3070,27.tif,TUPAC16,3649,5488,2586,NMF metaphase,NMF metaphase,False,False,False,False
3071,27.tif,TUPAC16,3657,5446,3434,NMF metaphase,NMF metaphase,False,False,False,False
3072,27.tif,TUPAC16,3665,5059,5601,NMF prometaphase,NMF ring shape,False,False,True,False
3073,28.tif,TUPAC16,3668,377,2246,AMF other,AMF other,True,True,True,True
3074,29.tif,TUPAC16,3681,245,1491,NMF prometaphase,NMF prometaphase,False,False,False,False
3075,29.tif,TUPAC16,3693,78,2797,NMF prometaphase,NMF prometaphase,False,False,False,False
3076,29.tif,TUPAC16,3694,2010,2754,NMF prometaphase,NMF prometaphase,False,False,False,False
3077,30.tif,TUPAC16,3713,189,2206,NMF prometaphase,NMF prometaphase,False,False,False,False
3078,30.tif,TUPAC16,3719,441,4878,NMF metaphase,NMF metaphase,False,False,False,False
3079,30.tif,TUPAC16,7643,1003,934,NMF metaphase,NMF metaphase,False,False,False,False
3080,31.tif,TUPAC16,3733,1577,837,NMF prometaphase,NMF prometaphase,False,False,False,False
3081,31.tif,TUPAC16,3740,533,1474,NMF prometaphase,NMF prometaphase,False,False,False,False
3082,31.tif,TUPAC16,3743,2543,1199,NMF metaphase,NMF metaphase,False,False,False,False
3083,31.tif,TUPAC16,3762,1226,2959,NMF metaphase,NMF metaphase,False,False,False,False
3084,31.tif,TUPAC16,3763,530,2392,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
3085,31.tif,TUPAC16,3779,967,3560,NMF prometaphase,AMF segregation,False,True,False,False
3086,31.tif,TUPAC16,3781,4120,3357,NMF metaphase,NMF metaphase,False,False,False,False
3087,31.tif,TUPAC16,3786,831,3951,NMF prometaphase,AMF segregation,False,True,True,True
3088,31.tif,TUPAC16,3787,144,3946,NMF prometaphase,AMF segregation,False,True,True,True
3089,31.tif,TUPAC16,3790,940,4211,NMF prometaphase,NMF metaphase,False,False,True,False
3090,31.tif,TUPAC16,7668,1282,2923,NMF metaphase,NMF metaphase,False,False,False,False
3091,31.tif,TUPAC16,7675,612,3730,NMF metaphase,AMF segregation,False,True,False,False
3092,31.tif,TUPAC16,14120,2439,3351,NMF prometaphase,AMF segregation,False,True,True,True
3093,31.tif,TUPAC16,14130,797,2842,NMF prometaphase,NMF metaphase,False,False,False,False
3094,32.tif,TUPAC16,3819,3094,961,NMF metaphase,NMF metaphase,False,False,False,False
3095,32.tif,TUPAC16,3821,2690,1603,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3096,32.tif,TUPAC16,3824,3015,1596,NMF prometaphase,NMF ring shape,False,False,False,False
3097,32.tif,TUPAC16,3827,1949,2482,NMF metaphase,NMF metaphase,False,False,False,False
3098,32.tif,TUPAC16,3835,5608,3423,NMF prometaphase,AMF segregation,False,True,True,True
3099,32.tif,TUPAC16,3845,2988,4997,NMF prometaphase,NMF metaphase,False,False,False,False
3100,32.tif,TUPAC16,3853,3542,5519,NMF prometaphase,NMF metaphase,False,False,False,False
3101,32.tif,TUPAC16,3854,3609,5519,NMF metaphase,NMF metaphase,False,False,False,False
3102,32.tif,TUPAC16,7709,1799,5076,NMF prometaphase,NMF metaphase,False,False,True,False
3103,32.tif,TUPAC16,8807,62,4869,NMF prometaphase,NMF ring shape,False,False,False,False
3104,33.tif,TUPAC16,3865,2341,1335,NMF prometaphase,NMF metaphase,False,False,False,False
3105,33.tif,TUPAC16,3868,2771,1822,NMF prometaphase,NMF prometaphase,False,False,False,False
3106,33.tif,TUPAC16,3880,1221,3290,AMF multipolar,AMF other,True,True,True,True
3107,33.tif,TUPAC16,14143,3929,3630,NMF prometaphase,AMF segregation,False,True,True,True
3108,34.tif,TUPAC16,3894,485,506,NMF metaphase,NMF metaphase,False,False,False,False
3109,34.tif,TUPAC16,3901,2599,762,NMF prometaphase,AMF segregation,False,True,True,True
3110,34.tif,TUPAC16,3910,1361,2887,NMF prometaphase,NMF metaphase,False,False,False,False
3111,34.tif,TUPAC16,3911,2811,2993,NMF metaphase,NMF metaphase,False,False,False,False
3112,34.tif,TUPAC16,3912,3253,2937,NMF metaphase,NMF metaphase,False,False,False,False
3113,34.tif,TUPAC16,3919,2941,3267,NMF prometaphase,NMF prometaphase,False,False,False,False
3114,34.tif,TUPAC16,3926,912,4360,NMF prometaphase,NMF prometaphase,False,False,False,False
3115,34.tif,TUPAC16,3930,217,4888,NMF prometaphase,NMF prometaphase,False,False,False,False
3116,34.tif,TUPAC16,3935,2653,4892,NMF prometaphase,NMF prometaphase,False,False,False,False
3117,34.tif,TUPAC16,3938,3095,5223,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
3118,34.tif,TUPAC16,7747,2863,3414,NMF metaphase,NMF metaphase,False,False,False,False
3119,34.tif,TUPAC16,7763,1691,5544,NMF metaphase,NMF metaphase,False,False,False,False
3120,34.tif,TUPAC16,14156,3205,37,NMF prometaphase,AMF segregation,False,True,True,True
3121,35.tif,TUPAC16,13087,468,2030,NMF metaphase,NMF metaphase,False,False,False,False
3122,36.tif,TUPAC16,3961,4978,3237,NMF metaphase,AMF segregation,False,True,True,True
3123,36.tif,TUPAC16,3962,4624,3415,NMF prometaphase,NMF prometaphase,False,False,False,False
3124,36.tif,TUPAC16,3979,4883,4749,NMF prometaphase,NMF prometaphase,False,False,False,False
3125,36.tif,TUPAC16,3980,2752,5571,NMF prometaphase,NMF prometaphase,False,False,False,False
3126,36.tif,TUPAC16,7771,46,2888,NMF prometaphase,NMF prometaphase,False,False,False,False
3127,36.tif,TUPAC16,8815,4343,471,NMF prometaphase,NMF prometaphase,False,False,False,False
3128,36.tif,TUPAC16,8817,1005,4828,NMF metaphase,NMF metaphase,False,False,True,False
3129,36.tif,TUPAC16,8818,3059,2282,NMF prometaphase,NMF prometaphase,False,False,False,False
3130,36.tif,TUPAC16,8821,559,4846,NMF prometaphase,NMF prometaphase,False,False,False,False
3131,37.tif,TUPAC16,3989,3743,984,NMF prometaphase,NMF prometaphase,False,False,False,False
3132,37.tif,TUPAC16,3990,4278,1201,NMF prometaphase,NMF prometaphase,False,False,False,False
3133,37.tif,TUPAC16,3995,5438,1847,NMF metaphase,NMF metaphase,False,False,False,False
3134,37.tif,TUPAC16,4001,4115,4388,NMF metaphase,NMF metaphase,False,False,False,False
3135,37.tif,TUPAC16,7781,5023,1170,NMF prometaphase,NMF ring shape,False,False,False,False
3136,37.tif,TUPAC16,7785,4017,3005,NMF prometaphase,NMF prometaphase,False,False,False,False
3137,39.tif,TUPAC16,4026,1475,2329,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3138,39.tif,TUPAC16,4034,880,4049,NMF metaphase,NMF metaphase,False,False,False,False
3139,39.tif,TUPAC16,4041,73,4966,NMF metaphase,NMF metaphase,False,False,False,False
3140,39.tif,TUPAC16,14200,2184,5076,NMF prometaphase,NMF prometaphase,False,False,False,False
3141,40.tif,TUPAC16,4055,4904,46,NMF prometaphase,NMF metaphase,False,False,False,False
3142,40.tif,TUPAC16,4064,1723,3313,NMF prometaphase,NMF prometaphase,False,False,False,False
3143,40.tif,TUPAC16,4070,1053,4060,NMF metaphase,NMF metaphase,False,False,False,False
3144,40.tif,TUPAC16,4071,512,4668,NMF metaphase,NMF metaphase,False,False,False,False
3145,40.tif,TUPAC16,7818,1827,3344,NMF metaphase,NMF metaphase,False,False,False,False
3146,41.tif,TUPAC16,4093,4674,1102,NMF metaphase,NMF metaphase,False,False,False,False
3147,41.tif,TUPAC16,4104,1877,3393,NMF prometaphase,AMF segregation,False,True,True,True
3148,41.tif,TUPAC16,4106,4345,3902,NMF metaphase,NMF metaphase,False,False,False,False
3149,41.tif,TUPAC16,4107,3100,3787,NMF metaphase,AMF segregation,False,True,False,False
3150,41.tif,TUPAC16,4119,3930,4399,NMF prometaphase,NMF prometaphase,False,False,False,False
3151,41.tif,TUPAC16,4122,350,5280,AMF other,AMF other,True,True,True,True
3152,41.tif,TUPAC16,4125,2344,5182,NMF metaphase,NMF metaphase,False,False,True,False
3153,41.tif,TUPAC16,4126,2442,5299,NMF prometaphase,NMF metaphase,False,False,False,False
3154,41.tif,TUPAC16,4130,2828,5607,NMF prometaphase,NMF metaphase,False,False,False,False
3155,41.tif,TUPAC16,7842,3605,5146,NMF prometaphase,NMF metaphase,False,False,True,False
3156,41.tif,TUPAC16,13096,5193,2073,AMF segregation,NMF prometaphase,True,False,True,True
3157,41.tif,TUPAC16,13097,3766,5215,NMF prometaphase,NMF ring shape,False,False,False,False
3158,42.tif,TUPAC16,4137,2859,716,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3159,42.tif,TUPAC16,4138,4142,778,AMF bipolar assymetric,AMF other,True,True,True,True
3160,42.tif,TUPAC16,4140,3747,108,AMF other,AMF other,True,True,True,True
3161,42.tif,TUPAC16,4143,2481,1070,NMF prometaphase,NMF prometaphase,False,False,False,False
3162,42.tif,TUPAC16,4145,3335,1246,NMF prometaphase,NMF prometaphase,False,False,False,False
3163,42.tif,TUPAC16,4147,3826,896,NMF prometaphase,NMF metaphase,False,False,False,False
3164,42.tif,TUPAC16,4148,5592,1202,NMF prometaphase,NMF metaphase,False,False,False,False
3165,42.tif,TUPAC16,4149,5541,1367,NMF metaphase,NMF metaphase,False,False,False,False
3166,42.tif,TUPAC16,4150,856,2026,NMF prometaphase,NMF prometaphase,False,False,False,False
3167,42.tif,TUPAC16,4151,867,1874,NMF prometaphase,NMF prometaphase,False,False,False,False
3168,42.tif,TUPAC16,4153,4086,2344,NMF metaphase,NMF metaphase,False,False,False,False
3169,42.tif,TUPAC16,4154,4351,2344,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
3170,42.tif,TUPAC16,4155,3809,1780,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
3171,42.tif,TUPAC16,4158,395,2566,NMF prometaphase,NMF prometaphase,False,False,False,False
3172,42.tif,TUPAC16,4159,1137,2928,NMF prometaphase,NMF metaphase,False,False,True,False
3173,42.tif,TUPAC16,4162,1218,2393,NMF metaphase,NMF metaphase,False,False,False,False
3174,42.tif,TUPAC16,4165,1903,2638,NMF prometaphase,NMF prometaphase,False,False,False,False
3175,42.tif,TUPAC16,4169,3217,3057,NMF metaphase,NMF metaphase,False,False,False,False
3176,42.tif,TUPAC16,4173,4504,2595,NMF prometaphase,NMF prometaphase,False,False,False,False
3177,42.tif,TUPAC16,4174,4601,2545,NMF prometaphase,AMF segregation,False,True,False,False
3178,42.tif,TUPAC16,4175,5334,2660,NMF metaphase,NMF metaphase,False,False,False,False
3179,42.tif,TUPAC16,4176,4452,2675,NMF metaphase,AMF segregation,False,True,False,False
3180,42.tif,TUPAC16,4177,376,3594,NMF prometaphase,NMF prometaphase,False,False,False,False
3181,42.tif,TUPAC16,4178,428,3217,NMF metaphase,NMF metaphase,False,False,True,False
3182,42.tif,TUPAC16,4193,3920,3749,AMF bipolar assymetric,NMF metaphase,True,False,True,True
3183,42.tif,TUPAC16,4198,1130,4068,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3184,42.tif,TUPAC16,4199,1328,4098,NMF metaphase,NMF metaphase,False,False,False,False
3185,42.tif,TUPAC16,4210,2944,4827,NMF metaphase,AMF segregation,False,True,True,True
3186,42.tif,TUPAC16,4211,4139,5161,NMF metaphase,NMF metaphase,False,False,False,False
3187,42.tif,TUPAC16,4212,4308,4739,NMF prometaphase,AMF other,False,True,True,True
3188,42.tif,TUPAC16,7848,1708,1709,NMF ring shape,NMF ring shape,False,False,False,False
3189,42.tif,TUPAC16,8639,3553,1386,NMF metaphase,NMF metaphase,False,False,False,False
3190,42.tif,TUPAC16,8643,2404,5113,NMF prometaphase,NMF metaphase,False,False,False,False
3191,42.tif,TUPAC16,13115,738,3005,AMF other,AMF other,True,True,True,True
3192,42.tif,TUPAC16,13116,416,4772,NMF prometaphase,AMF segregation,False,True,True,True
3193,42.tif,TUPAC16,13118,3847,5312,NMF prometaphase,NMF prometaphase,False,False,False,False
3194,43.tif,TUPAC16,4229,2203,219,NMF metaphase,NMF metaphase,False,False,False,False
3195,43.tif,TUPAC16,4244,3448,1882,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3196,43.tif,TUPAC16,4246,3385,1713,NMF prometaphase,NMF prometaphase,False,False,False,False
3197,43.tif,TUPAC16,4256,2545,2739,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
3198,43.tif,TUPAC16,4280,2902,5608,NMF metaphase,NMF metaphase,False,False,False,False
3199,44.tif,TUPAC16,4286,2576,150,NMF prometaphase,NMF metaphase,False,False,False,False
3200,44.tif,TUPAC16,4287,2722,44,NMF prometaphase,NMF prometaphase,False,False,False,False
3201,44.tif,TUPAC16,4295,2046,1069,NMF prometaphase,NMF metaphase,False,False,False,False
3202,44.tif,TUPAC16,4298,3183,1512,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
3203,44.tif,TUPAC16,4308,4525,1343,NMF metaphase,AMF bipolar assymetric,False,True,True,True
3204,44.tif,TUPAC16,4321,3842,2010,NMF prometaphase,NMF prometaphase,False,False,False,False
3205,44.tif,TUPAC16,4344,4544,3671,NMF metaphase,NMF metaphase,False,False,False,False
3206,44.tif,TUPAC16,4348,4170,4622,NMF prometaphase,NMF prometaphase,False,False,False,False
3207,44.tif,TUPAC16,4358,2065,5311,NMF metaphase,NMF metaphase,False,False,False,False
3208,44.tif,TUPAC16,8830,5123,1752,NMF prometaphase,NMF prometaphase,False,False,True,False
